respondent_id,h1n1_vaccine,seasonal_vaccine
26778,0.12715685661328788,0.8789088658958982
26779,0.1986088772341527,0.5421810234463386
26780,0.16179960168998023,0.25361190632066166
26781,0.17835315930084378,0.39020434516262215
26782,0.1148247794676234,0.4301716105659217
26783,0.07246219481412086,0.6062150792140695
26784,0.4898977819729755,0.09515330807647182
26785,0.195244847716653,0.49133427222470183
26786,0.11746514809030735,0.6921147295972145
26787,0.07369098852841663,0.5468453899884449
26788,0.15375175271900196,0.2223919214977278
26789,0.10326348439887949,0.8203460400065814
26790,0.08058338281856399,0.6131586048428472
26791,0.08712039095747943,0.8413995069854399
26792,0.40783887708174016,0.16906486031876367
26793,0.12613159836045112,0.2616029710936917
26794,0.3784553441602515,0.316783622284582
26795,0.3907391689564253,0.09913736552365271
26796,0.07803131698787459,0.8064656358238858
26797,0.28751510483953735,0.5469446745099982
26798,0.20376066894916228,0.7749065145639342
26799,0.28400121387691285,0.7569880004507156
26800,0.2173677642453785,0.15409596808263148
26801,0.09564214388515348,0.7979855915369212
26802,0.06386005393594743,0.7717504225412728
26803,0.1937062216357428,0.755089088358317
26804,0.1230859822884345,0.7813922048933087
26805,0.12047891085088899,0.66533026389683
26806,0.1815846850203345,0.24314041897694927
26807,0.29813368196550777,0.13721743293983923
26808,0.23611092727480465,0.45631763666502234
26809,0.26753849249558803,0.8315216513110713
26810,0.13577838585658675,0.8096862885073381
26811,0.06296302189216212,0.9017889251257527
26812,0.16290738350084433,0.3963827106876764
26813,0.14725706986487413,0.6838375277802313
26814,0.06292438812481581,0.47290800328129645
26815,0.06336157709232608,0.7829383551525533
26816,0.11519609989951549,0.8626105722700641
26817,0.1304801011502976,0.30296543841612444
26818,0.20550434602354806,0.6738838493457173
26819,0.431739384153704,0.6400536645494725
26820,0.09849938981061711,0.6880267144259322
26821,0.06588131624712566,0.7005569816563002
26822,0.12061110756641354,0.4327386133733606
26823,0.1394961967754989,0.5547643354919689
26824,0.05294608209745956,0.6005162721896777
26825,0.1643114759327369,0.3031440776195121
26826,0.3225348210674353,0.11914338878363218
26827,0.12052292462279049,0.7779850286239658
26828,0.35407344312130135,0.18106168859106464
26829,0.30184042314043324,0.266578071912289
26830,0.10851782221963235,0.2838646651887565
26831,0.2744537624840671,0.1418112467880076
26832,0.24235532278740435,0.50064623179911
26833,0.03972200346937804,0.6255811132669387
26834,0.31612306862443135,0.26742904312092997
26835,0.39333189876168584,0.09596550629422129
26836,0.1851878798973742,0.36105021731896136
26837,0.15842513015835255,0.8053611270987793
26838,0.2342515146895747,0.281026568586737
26839,0.23745335960814332,0.4517996282940365
26840,0.15880680390316848,0.7466310348392747
26841,0.15150956693483186,0.3289692918954441
26842,0.12827300103024908,0.620008920344939
26843,0.08515181935204848,0.9426122396242668
26844,0.08402365978125892,0.5184235582228262
26845,0.11415373521614117,0.5502241488561377
26846,0.06017754534254423,0.3563596821134092
26847,0.04894774005590911,0.9452361151294578
26848,0.1409564500133319,0.3208021926902771
26849,0.34636000021798796,0.28097364298907834
26850,0.5793309166507437,0.3449251710059811
26851,0.1272467051259677,0.7882297796921061
26852,0.0315568833546635,0.8935285116787528
26853,0.4345448616364022,0.49629588595688456
26854,0.06045907287068922,0.9297634683157399
26855,0.29024716277422247,0.2904119232411919
26856,0.11064448147487507,0.9431952571854442
26857,0.209566876327852,0.8148670561939191
26858,0.1689192512644255,0.5598414342401321
26859,0.06496278399558278,0.890417799852559
26860,0.3472247544653665,0.7456523559599675
26861,0.12928866065980357,0.6477829680317705
26862,0.06699166493451886,0.845300276088937
26863,0.15885905985961413,0.6470031392554851
26864,0.3208339859754411,0.22425316369107218
26865,0.11715384979238247,0.802889506291673
26866,0.4116553901006124,0.15659531177377684
26867,0.1448653018649124,0.7018973086760061
26868,0.3761359880396131,0.24948528046627072
26869,0.18307632792890396,0.4523313082228607
26870,0.27847248330805513,0.21251897570988842
26871,0.053862913298435046,0.945507831072324
26872,0.05162627495265611,0.8913477330819431
26873,0.33612045894914555,0.2610536581829973
26874,0.03797624946829622,0.907566532238564
26875,0.5951560310200694,0.0685999141234257
26876,0.0440817672084268,0.9673484800668161
26877,0.0410450699316406,0.956041124588057
26878,0.2058572710834408,0.5530299028241368
26879,0.09612749611995568,0.8711818819268942
26880,0.23538115231574738,0.5904384453780191
26881,0.0350532870706111,0.8305664329864082
26882,0.037353083259993244,0.8939121727856612
26883,0.10541204795193833,0.5861823620675463
26884,0.11385770594661022,0.6893832000297098
26885,0.11609388699564734,0.31720108320916884
26886,0.1431472456413848,0.2330612766400353
26887,0.32948701327653357,0.1858722599359155
26888,0.4214095873515788,0.37992385833907416
26889,0.2537576166709879,0.5987336979481801
26890,0.0387697895074235,0.7794178675648
26891,0.19764164284518246,0.696462125188386
26892,0.11328131679796218,0.42314943613385747
26893,0.049933383746826474,0.8310057378968647
26894,0.36110858446348254,0.6087939820819263
26895,0.0830195643037995,0.2687514871548642
26896,0.05379251295595016,0.8895817088947173
26897,0.23628954024992221,0.19863302916207004
26898,0.23636119576431552,0.5123096394038811
26899,0.04846489059024715,0.9407360498340307
26900,0.04472380065146082,0.8659482058852586
26901,0.03600429972271558,0.7127918293157813
26902,0.356094928386239,0.10445252124384019
26903,0.3670840441035789,0.8290024463341407
26904,0.1542866823650974,0.34570444540340206
26905,0.20093427176051373,0.3152444851263181
26906,0.08090182633989436,0.5554983697405913
26907,0.02399627436237332,0.750736797075464
26908,0.35673673531167116,0.10494027267243422
26909,0.22539176064276362,0.4790353800099252
26910,0.10220219772926448,0.7624253137667101
26911,0.044262181307482364,0.9322994087524281
26912,0.28556829654667165,0.1252670063901108
26913,0.4273882435660636,0.40257278673856434
26914,0.10885424398413418,0.8091218393308977
26915,0.3600451597417583,0.4413319675360148
26916,0.06330608604041581,0.6976277875776253
26917,0.07097173992673879,0.9244401521634988
26918,0.4857407302592392,0.11052623781679316
26919,0.20230877409273762,0.3951209329391986
26920,0.09437135640697115,0.7704346741714709
26921,0.11505660256902739,0.2996950737455283
26922,0.10465491669261819,0.519597867621605
26923,0.12223599016328436,0.41796545639378735
26924,0.4970612921449844,0.16322920334987634
26925,0.07121991237158438,0.7024831145944412
26926,0.22392127388012242,0.7459833740191386
26927,0.37705536613924817,0.2842562189359601
26928,0.19970854943310606,0.6026848867847687
26929,0.11951031385844688,0.7844538708280685
26930,0.44117086052061766,0.14235838698383607
26931,0.09639208495224363,0.5733268046787967
26932,0.24061616969304192,0.20915061190703044
26933,0.09780247407245425,0.4854666792428526
26934,0.31919806746125945,0.4094971782853104
26935,0.12122913377424958,0.6550202730529469
26936,0.44012348607332746,0.46159602136625344
26937,0.24372721599475675,0.2167524225990788
26938,0.1031821390705323,0.899720201349953
26939,0.07937552701475549,0.9047112847469614
26940,0.28095898381440293,0.6946305757441076
26941,0.11731376000420608,0.4588437565114204
26942,0.3854846614634685,0.2148488190613529
26943,0.346032121744978,0.6005501107061486
26944,0.1181670093463595,0.6226907995157789
26945,0.2048295843101351,0.24453858938197093
26946,0.1605008500521344,0.39663037403220613
26947,0.13129820676903767,0.4539915869864557
26948,0.09128316060296277,0.8250685130307215
26949,0.11773968988116555,0.8126215238006471
26950,0.1632795232197375,0.6489635294979657
26951,0.1535679972640781,0.3564813549503354
26952,0.371095381717723,0.22377228686131567
26953,0.3094489835689928,0.09593761090395836
26954,0.06289567534630587,0.8192393913343344
26955,0.12326116946475574,0.3254732502859029
26956,0.10970517629306796,0.6487419029294632
26957,0.20468492051736423,0.1432954153628152
26958,0.2639203456673676,0.3932745567664714
26959,0.24237477852415942,0.5203069810137436
26960,0.04165255945914452,0.9088474326066712
26961,0.2591461809673262,0.23100214764096394
26962,0.22477199188424768,0.193749575891615
26963,0.11824287490958217,0.7424394209752467
26964,0.15306551681914757,0.7199156651678239
26965,0.7067068268110008,0.039434851551491956
26966,0.10185951727355072,0.8989897379419972
26967,0.1715627395011032,0.4023950781294293
26968,0.16426690267659566,0.18110714166860054
26969,0.10429600087034538,0.6438004161086803
26970,0.26342902408724034,0.5528956021053468
26971,0.0672162506235673,0.6683467297664114
26972,0.053655547503092274,0.9563788437645315
26973,0.12291492226095913,0.8094556003854696
26974,0.14214766349015182,0.5038619350602276
26975,0.1001783411259624,0.39667827819728074
26976,0.5049149723169698,0.577802233764493
26977,0.12826780565451168,0.47098970845330845
26978,0.09402025114477615,0.36037921542957374
26979,0.21949373604428365,0.5533449464277287
26980,0.12047694770673026,0.6311437181333737
26981,0.12726417697206063,0.7048208954406018
26982,0.1747992001905579,0.3841407598271718
26983,0.20610941932821947,0.2970709005752685
26984,0.08143898037806993,0.8668654307185277
26985,0.09006587268630066,0.8568833043297028
26986,0.14112569765808672,0.3460244810873937
26987,0.1711999732604061,0.6551411523043886
26988,0.04801107415577751,0.7911256634095719
26989,0.30108978027516137,0.1613007791411385
26990,0.14627548650468813,0.5702686567250377
26991,0.17137141689131327,0.6885812542591849
26992,0.13405604404006324,0.6023348580472457
26993,0.23266165239355957,0.1583211736626522
26994,0.1549764076672186,0.5044723802894752
26995,0.3230009050024452,0.3308939605708773
26996,0.10900333580581033,0.7901594693482052
26997,0.1691145106917271,0.7190809327224253
26998,0.12359936552901928,0.831319738436954
26999,0.1880612979512091,0.6582122409318245
27000,0.11765559365118741,0.48340583823407
27001,0.17574584699150397,0.2537405703304413
27002,0.02943351045305326,0.8724111846585482
27003,0.18059836349940261,0.6399586386678405
27004,0.1936389764526997,0.6840342724955668
27005,0.47919390546478213,0.35490875532391597
27006,0.46439536788506297,0.1072482101705502
27007,0.03295110628566565,0.8752978023121651
27008,0.23235538617859033,0.8198806009152514
27009,0.0836799224396832,0.6541087525826041
27010,0.06879437753628234,0.8349986066678743
27011,0.03760663315350034,0.908469539717784
27012,0.2314833414437504,0.5278469767333342
27013,0.08014775764957306,0.6087114332832788
27014,0.027737996654274715,0.8849117091573544
27015,0.18638228594743964,0.7313652345844673
27016,0.050241904411034335,0.6827554960845656
27017,0.18340080359096508,0.3819926000489745
27018,0.0788844668926563,0.6969699916165562
27019,0.6519986431606923,0.06838452499404613
27020,0.09182077995669422,0.8371606068677249
27021,0.2357995172317877,0.435494622486309
27022,0.06923102429178823,0.7724510231367641
27023,0.2027317271118019,0.7775104313286972
27024,0.13227347085124852,0.6018846726099216
27025,0.07554964373859416,0.9575522274294258
27026,0.07556403980064859,0.5433776646501005
27027,0.19262055850120816,0.16487179283463704
27028,0.29000394286384745,0.1360385087951984
27029,0.1662059689519144,0.6698677497755416
27030,0.31615429014955865,0.7384172815009962
27031,0.21902164541296051,0.42493978744464367
27032,0.10227480651614104,0.6597663564818551
27033,0.23661710368486674,0.22007955068301843
27034,0.09405934159499264,0.6839989384520202
27035,0.360010077838636,0.27036497903984624
27036,0.11448199076360001,0.3644616468523372
27037,0.5228993676753496,0.40581332113017354
27038,0.09498952619014499,0.8908175653479439
27039,0.5121724386972886,0.10835117377197812
27040,0.35141045177924257,0.7873011252847069
27041,0.10924258528449629,0.3244133739114541
27042,0.23728166954169266,0.33904138759126645
27043,0.08091210080794593,0.5194346038969468
27044,0.08538967193763354,0.8478029736417524
27045,0.11321055678665129,0.43834921765681045
27046,0.08723647128169389,0.8406283767007678
27047,0.22486322207879877,0.773744156865796
27048,0.11901695997489116,0.6462601979876099
27049,0.1427158295496959,0.31848894142215367
27050,0.12090002649337078,0.29373388988824056
27051,0.1256872823480485,0.5219498299000871
27052,0.14331133938958238,0.6888040818344174
27053,0.46830781752181316,0.10936445931465888
27054,0.047711212311940296,0.8873185010930245
27055,0.08873655516565625,0.47892946756095334
27056,0.09727525000952829,0.8916223926028735
27057,0.03363040412651087,0.936889430187281
27058,0.40432894355940463,0.12890823952742392
27059,0.09880537506758055,0.5613490303296187
27060,0.05446005166409278,0.5451320733070151
27061,0.27995609637944213,0.2766697563654973
27062,0.12848368851488262,0.7243934114718591
27063,0.10756551512613419,0.5560555110950667
27064,0.17942226372996328,0.6994142115109463
27065,0.05510643260468256,0.8188625147101348
27066,0.1041938432525928,0.564265451408965
27067,0.1975625002486539,0.47374443231533825
27068,0.3779586406273988,0.3017020797710869
27069,0.27090347687401883,0.1022576843121612
27070,0.06430804811841269,0.8886336633271277
27071,0.08437161374371194,0.8954760840413573
27072,0.14853543010284218,0.6283593102506082
27073,0.09212644491167388,0.3279493075316966
27074,0.0980760457617233,0.6683133494972004
27075,0.33440161620038394,0.3774131720636965
27076,0.6336423915911351,0.2246129961303276
27077,0.1032727389844934,0.7816854051760223
27078,0.07990946676550355,0.4061773081944984
27079,0.41461389799457765,0.15055046605751687
27080,0.05430072778867074,0.7007363506655478
27081,0.15677551425926733,0.38896775743385603
27082,0.19637102119916391,0.5516766500289765
27083,0.08789745055394564,0.8459026721690605
27084,0.45234936489270117,0.21308274725168264
27085,0.029915283691265133,0.9802392056252471
27086,0.09945980313027057,0.8745713067816688
27087,0.19591899647354075,0.6753151073219321
27088,0.20647458403465516,0.24252486018035202
27089,0.47932449390204024,0.38494961838939534
27090,0.12471726575459696,0.47922758999161286
27091,0.41031393692887635,0.7972507415371999
27092,0.23183868640626312,0.40961127001541475
27093,0.15367852060108503,0.6598856191645563
27094,0.1324550426344887,0.6818350457903284
27095,0.28285414631019107,0.1722742768870441
27096,0.05037056837312446,0.8888939757827848
27097,0.3201511882129016,0.5871569740666243
27098,0.4019660420956938,0.19222090308216944
27099,0.07730953958314753,0.5224435303599395
27100,0.031866435943503184,0.792742819011627
27101,0.1693992571911225,0.31294396754232023
27102,0.07539928378838133,0.5360298775872709
27103,0.046951831673109796,0.8016300976790641
27104,0.16023283964630247,0.6100578100418255
27105,0.06885200902655117,0.7004806539377257
27106,0.18122318818767133,0.39427135122476387
27107,0.17268675444652132,0.6600113138793906
27108,0.09971539551459972,0.6086642616361491
27109,0.1248285626280633,0.5489375237392108
27110,0.06373754403618957,0.5694102542597846
27111,0.037119369904411365,0.7300345198046068
27112,0.1316344612900256,0.7000368505974324
27113,0.08089187017174344,0.6503617846977072
27114,0.13222317264741154,0.7203970572865759
27115,0.49494700814443826,0.2491767877240919
27116,0.1799250371282414,0.22825338970714182
27117,0.2426564498656444,0.5669867906584474
27118,0.25066967921422056,0.22724803412231764
27119,0.06659475087474702,0.537912368327645
27120,0.3735216774981217,0.06767266769158009
27121,0.11579676846213469,0.2728202264616436
27122,0.07387144920673351,0.6785330361978799
27123,0.08580917569215206,0.9201772044042966
27124,0.025099100563083204,0.9633925618992923
27125,0.06840498179409207,0.8360461569458051
27126,0.1844388070728027,0.7392325049095039
27127,0.05526789947385987,0.8814499966005928
27128,0.2504633672862289,0.249018320464246
27129,0.5109074818509409,0.4501903220206138
27130,0.34607232798184334,0.4058064702679487
27131,0.10580807664218493,0.8642008771294536
27132,0.40843046243567144,0.11292039692284184
27133,0.15179289935550858,0.25266853431847014
27134,0.6079330758293043,0.13715981200277472
27135,0.22115360160000863,0.47112739781832824
27136,0.11091398035577586,0.35916821316648084
27137,0.08820830513555071,0.7018750551536821
27138,0.32499774554132005,0.2140239504316368
27139,0.14020404453042315,0.8727012381635209
27140,0.2985098143737268,0.4896149248817899
27141,0.3424992604882763,0.3798417039316274
27142,0.09153017225262534,0.6332315618493385
27143,0.14923577426917398,0.6991436373965351
27144,0.12513511589628262,0.8810969892127528
27145,0.2531896738439849,0.4260015085843948
27146,0.33165452494551223,0.11204508940209656
27147,0.09413070144888991,0.6042696284143378
27148,0.34130536892979635,0.7243710218090693
27149,0.09262310524497579,0.6722503815075949
27150,0.3947514983075727,0.14032005391432978
27151,0.18771477530763747,0.30263781582319405
27152,0.1926049440554353,0.454866350272641
27153,0.2615536682637841,0.2321687706059068
27154,0.5095649054384512,0.12603617099154385
27155,0.1706455321583981,0.32549780331422273
27156,0.1336387762121117,0.2823008871613327
27157,0.11184446239894838,0.4358853979717482
27158,0.07300495966187974,0.5092295281989109
27159,0.0562928907937475,0.7779559508169095
27160,0.252265973199252,0.6492667911279055
27161,0.394756514279192,0.289618459720525
27162,0.3824985517508855,0.1458025174444988
27163,0.2772314871954619,0.761596592819363
27164,0.44767837243228814,0.615015613858181
27165,0.38147960770647554,0.6174249378542003
27166,0.11334771458335026,0.8788795615390267
27167,0.3488780914479721,0.2625421280890775
27168,0.17021019399539675,0.6189042974636849
27169,0.16782175832362795,0.40357499176328593
27170,0.26573929657358053,0.2343015034732625
27171,0.07195757405324232,0.6811973195444216
27172,0.11125028636962113,0.2633986680276288
27173,0.13163603539417634,0.5134192357190487
27174,0.07037448555013717,0.9185232864857701
27175,0.03652533682047579,0.886357727366341
27176,0.13084434911147824,0.20006396782550306
27177,0.3477646828423832,0.19671787700396648
27178,0.12495799818843743,0.47067553161103737
27179,0.3093297066334354,0.47443843289397825
27180,0.23542109862312025,0.6718042645578903
27181,0.14738317509750418,0.23682611797390352
27182,0.2583384802973592,0.2938274722653673
27183,0.12291603910345543,0.28596091613761876
27184,0.10248874878766774,0.5260766738281148
27185,0.2763734526553078,0.5154628620123274
27186,0.13318240612678714,0.36009916119749674
27187,0.17236518970156767,0.8435433100151393
27188,0.11903994045046352,0.634563268521533
27189,0.21504196898412606,0.35700894887161905
27190,0.3660970651628095,0.3084043618894411
27191,0.21711183619110785,0.21431078896713074
27192,0.46086552566754957,0.22673244966379724
27193,0.034693233742678006,0.7521449308027365
27194,0.12092704001991908,0.5936534820006072
27195,0.09573761766688133,0.7912083064100371
27196,0.4048574885587478,0.4711704519069555
27197,0.21422640769103837,0.46530916198152605
27198,0.6903895169801664,0.041065597250584784
27199,0.07868518094630941,0.6821064420002078
27200,0.2553257157372328,0.46026726912169336
27201,0.698938718612872,0.09432692574153245
27202,0.07076984739865179,0.9542969728104636
27203,0.10046114143632143,0.7276083200566765
27204,0.06919802690217436,0.8003266827745973
27205,0.10990187388054277,0.7175143997949778
27206,0.1266918484665782,0.82895850614093
27207,0.08268700110424418,0.8835557956730109
27208,0.4262919826753317,0.12385259995523279
27209,0.1774614489124567,0.6877598150135035
27210,0.10893928380147389,0.5959741581953459
27211,0.027784317386576256,0.9044206822128332
27212,0.23781761542778776,0.18240580409050655
27213,0.2437519628693551,0.5981825537151628
27214,0.08583869378550706,0.8129548799267651
27215,0.12444380532734015,0.5555942470936355
27216,0.09928350952593525,0.24902184664747684
27217,0.1007407970674132,0.8228351395608056
27218,0.5795091895615975,0.0633947638447151
27219,0.5423600795764278,0.32735171197542223
27220,0.21759019053852888,0.6861091880229777
27221,0.07684691698389706,0.5006906292554361
27222,0.384870834757613,0.3677153662834348
27223,0.17037517933808616,0.49854520127973034
27224,0.17716081131216652,0.3869148157251353
27225,0.27366761423123975,0.6256379201552709
27226,0.06488895778301876,0.733476318971702
27227,0.11036049419306738,0.574264620996303
27228,0.36715451505166624,0.15720008499342863
27229,0.46435346716748305,0.23301804110322188
27230,0.2738292516911049,0.08182232736465356
27231,0.15314919251962972,0.3779990022415203
27232,0.10141407050484817,0.651943568805571
27233,0.11371389808441579,0.9000435505097
27234,0.14519282320480234,0.9154050432786321
27235,0.32543594099778056,0.19783577578452727
27236,0.09525930465138539,0.3226456190991822
27237,0.46882308611755613,0.4152769052788987
27238,0.10862419806261682,0.35713059766575017
27239,0.08771292469654873,0.8198024332519173
27240,0.13601976372451394,0.49409356385687386
27241,0.1701815758358963,0.5658518897141357
27242,0.17781926889680943,0.4284734735819927
27243,0.03733736589893294,0.9343912637124181
27244,0.058809890801491044,0.8858884542533396
27245,0.34108801957174306,0.5139434064302401
27246,0.4632361557331253,0.12408062563761613
27247,0.30544062757100127,0.121719620979856
27248,0.25471444779644625,0.2985653723892021
27249,0.12699118876198426,0.42308802990223604
27250,0.10609311363783189,0.6453338240516426
27251,0.1656695316978904,0.3990603361178092
27252,0.3486017778080511,0.22656930618378202
27253,0.17914371335114826,0.13300120450318842
27254,0.587682545168141,0.07570523447794097
27255,0.1794904448562106,0.5873635027117854
27256,0.38862177619738286,0.08646242934519521
27257,0.11651825699850231,0.557994202447283
27258,0.10003182977515165,0.431511724702772
27259,0.417612493642039,0.14932604239673797
27260,0.324498509608014,0.35798597152263534
27261,0.1453631915153697,0.3052922469709316
27262,0.25182382846839635,0.3362497792172865
27263,0.20597433738006252,0.862718509811865
27264,0.2099572323990715,0.6301744366619518
27265,0.10353103536579161,0.8560252959537693
27266,0.09599101458341318,0.7288966154222672
27267,0.3360438996965249,0.42219482707781775
27268,0.07062307092560648,0.817267530130186
27269,0.33060666395174676,0.48176738031028243
27270,0.06027727779546998,0.8638334555156839
27271,0.047080327422184945,0.719987551289083
27272,0.05955780899099426,0.8640230169348921
27273,0.04083515112847927,0.9016008390049618
27274,0.2968198664137978,0.22710221940339126
27275,0.29525109992507326,0.45148187107732185
27276,0.16190449361001139,0.6108368182038015
27277,0.15183703302434332,0.22726022752254238
27278,0.27821335967028876,0.43444271253068
27279,0.0966655385435482,0.5082878636143241
27280,0.22525290398412115,0.6187397278934723
27281,0.1607828996134961,0.5829353414156944
27282,0.23166816628039438,0.21555487297464782
27283,0.05804932540898253,0.8370264502765744
27284,0.09595308720830871,0.8679053196902049
27285,0.1073353179747322,0.4506794182764884
27286,0.10127765608671493,0.6607601191977811
27287,0.09829333116873952,0.5771345560994059
27288,0.1004264972804776,0.6129560344637823
27289,0.30543973856159606,0.5916502140513551
27290,0.05762336396571729,0.9306450760617413
27291,0.3860820088047182,0.3184054029493384
27292,0.13019950043703904,0.491075521394004
27293,0.11208801966164016,0.20731414102965717
27294,0.04425471920227732,0.9518899490696632
27295,0.3631774361087203,0.1497576997365443
27296,0.08145308172644897,0.6246889330701437
27297,0.18263398104192383,0.6065487593217582
27298,0.08458164013802864,0.8577375943422434
27299,0.11643648524635941,0.3721830495959175
27300,0.31870312874754697,0.14811265042895605
27301,0.05385157944438507,0.9152140582246433
27302,0.06545445518548183,0.5754906878030348
27303,0.12268037289457935,0.8221659382545978
27304,0.13723274644888933,0.19789586873083576
27305,0.08277286038475842,0.9149413696666471
27306,0.17538833579064814,0.36836600146107423
27307,0.2335268726548053,0.5677600235970615
27308,0.08783450757048109,0.8831459286651002
27309,0.2722081832574815,0.12919700628418773
27310,0.12395064685987692,0.5760527013511041
27311,0.12580511933314484,0.9022197719389894
27312,0.15858440787352288,0.5100330314015857
27313,0.06236719386015718,0.8930192563862023
27314,0.05244318593428559,0.9052398862186883
27315,0.1244392259698817,0.5119190034271537
27316,0.15712156640541838,0.29576870368379427
27317,0.21755142354721618,0.8393851634939534
27318,0.201269495511598,0.6251519161859633
27319,0.3482938656191656,0.13398493703572112
27320,0.581234460658911,0.3804633504299183
27321,0.1876311631603894,0.21075265984010594
27322,0.44312244209739343,0.733629812911516
27323,0.12428056738686745,0.6548150798588508
27324,0.20349397518409446,0.7019070502458902
27325,0.36218876492391083,0.1317541300221815
27326,0.13839459436233736,0.45298485942772604
27327,0.07343521604700452,0.47242297825639024
27328,0.05406212091978321,0.7322789432279448
27329,0.050696330955792,0.9102177891126954
27330,0.13457909601567383,0.40475597685774223
27331,0.11844148873683814,0.7157154615330339
27332,0.22287900469509653,0.1801386501253589
27333,0.14314626692304844,0.40271737241161787
27334,0.06277513400587781,0.9334635802665209
27335,0.1085630059893879,0.9382963293536267
27336,0.08534726016020557,0.8658783846378506
27337,0.09054093691698739,0.7463816756518602
27338,0.19809530284205829,0.6267335810018184
27339,0.38610264513211295,0.5943827988372019
27340,0.11833322333090594,0.4794936265753227
27341,0.35006609186348786,0.1623254065008688
27342,0.20783509052186702,0.5543044861458115
27343,0.028746673381316635,0.8950921423779856
27344,0.14754423969440314,0.3799632633705172
27345,0.17174161490837386,0.48157119458133724
27346,0.391053713530911,0.10401469920081208
27347,0.3191410951591653,0.23213945879605857
27348,0.15784156776670114,0.43897376059252147
27349,0.1831353932651577,0.6412861732971912
27350,0.16292070814642512,0.19328644259602246
27351,0.5274166280385687,0.1977720278043542
27352,0.36156935186467337,0.48515828418902807
27353,0.09488427182129028,0.6960320538778544
27354,0.19957288385776825,0.31457099983101344
27355,0.042983175594882454,0.8372587739394594
27356,0.09759004078029825,0.5134953520093324
27357,0.11549608088343692,0.4237438950892647
27358,0.33104419662964485,0.13663045565782506
27359,0.09203206592396773,0.49685845154672215
27360,0.09005189145526445,0.6288351724589448
27361,0.10767036985543482,0.19928064069346263
27362,0.06828637819940102,0.6540783135273913
27363,0.07506083714581907,0.8243330622309213
27364,0.1863010562842225,0.26764819161660425
27365,0.28781364371707385,0.23306870709838712
27366,0.4004671063441605,0.30905294134544137
27367,0.2683967704081186,0.48077247545681845
27368,0.18631453757596034,0.3462090585863665
27369,0.05357862857993577,0.9493175179178028
27370,0.1561137480551385,0.2652755208171903
27371,0.18495298212043607,0.6937065686989485
27372,0.11750640519288014,0.6127407620018224
27373,0.25252783284966857,0.7006740691590643
